session_duration,cart_value,product_views,return_velocity,scroll_changes,revisit_count,add_to_cart,remove_from_cart,checkout_visits,hover_time,comparison_clicks,wishlist_actions,target
26,12322,65,0.043721147646570424,49,3,2,2,2,319,19,7,0
53,1312,61,8.179355227598709,11,18,7,2,1,467,5,0,1
2,2868,9,5.380360190290051,12,7,3,0,0,166,19,0,1
20,13453,10,5.8004937862826464,36,19,4,3,0,434,10,2,1
28,12707,11,9.983289781012807,0,5,2,0,4,215,15,8,2
47,11350,96,7.17581685477497,46,6,9,3,3,207,12,4,2
7,5876,85,1.3030043314747308,17,11,9,9,3,112,15,2,2
44,544,36,7.540626802354154,34,17,3,0,0,75,1,0,0
8,9689,56,1.9951201152675835,26,6,3,2,4,349,1,9,2
47,4481,32,9.34936385273459,37,18,0,7,1,174,15,0,1
35,10510,83,2.637459939958563,23,0,5,4,4,498,16,9,2
14,3776,72,4.617437045654271,17,19,7,4,4,268,19,5,2
17,2410,35,8.128181431222657,35,17,4,9,1,485,7,5,1
36,4140,86,9.642277142430801,8,15,3,3,2,497,3,5,0
50,7185,4,1.5710914275368382,39,19,0,9,1,156,10,0,1
40,11898,93,0.6904229611042645,0,16,0,8,2,29,3,5,0
4,1927,62,7.900764584356943,3,19,5,0,0,340,6,9,1
2,6385,63,8.627329629345704,32,11,5,2,4,19,7,7,2
6,3319,95,6.0206047388075,26,10,7,9,3,212,14,3,2
54,5659,8,1.7085413045491504,1,13,5,7,1,219,18,5,1
42,6871,76,1.571773472574849,4,13,5,3,3,77,6,4,2
4,4788,69,4.60595538689784,42,12,3,9,3,257,1,3,2
54,4611,61,1.9390077648291826,18,10,8,4,4,314,2,9,2
29,2172,94,3.4680644390334328,37,4,2,8,4,262,17,2,2
18,6870,63,7.9431506966076455,42,17,5,1,0,86,4,3,1
26,12481,61,1.0575911082844802,14,0,7,1,2,374,15,2,0
44,14740,99,3.036850970410103,25,11,2,0,3,407,9,4,2
34,6428,37,3.9661235649917472,49,14,8,3,0,497,16,1,1
10,2430,4,2.2746379993297214,21,19,6,8,1,236,3,7,0
36,13566,56,7.084070675400751,18,0,6,1,4,85,13,8,2
14,785,43,4.688006913171673,3,13,3,3,3,210,6,2,1
31,5058,21,9.466223364368728,19,6,4,1,0,152,7,7,1
48,784,58,3.3985571622745168,22,6,5,7,0,383,6,9,1
15,13425,16,9.25523840622834,44,10,1,0,4,380,16,5,2
8,11229,53,5.682690122900675,5,12,1,0,2,135,18,8,1
14,12003,18,5.3873988411521285,47,9,1,2,3,409,6,3,2
23,8632,57,2.3485293067980773,48,19,1,7,2,405,11,8,1
57,12991,95,9.47771436765194,44,3,0,3,0,368,19,8,0
40,14194,38,3.183323542836962,37,1,8,4,0,476,19,4,0
21,833,32,5.466220736047332,20,12,2,2,2,55,2,0,0
16,1596,97,9.394304411765136,24,4,8,4,1,73,6,5,0
45,12185,19,8.506436554507665,24,10,6,7,0,402,9,1,1
18,11246,84,3.087850012386073,25,17,1,6,2,371,17,5,1
47,9423,48,8.05141612376921,26,12,7,8,1,392,8,3,1
53,5550,74,6.8078863611226215,28,13,6,9,0,390,1,4,0
24,4735,26,0.3337420810873004,21,3,8,9,2,454,14,2,0
26,14874,82,4.9286009519492975,40,1,2,1,2,448,7,7,0
25,1832,45,4.224304086367105,17,18,3,2,1,78,15,2,1
45,11327,45,6.589177890389731,23,7,8,0,0,152,2,2,0
41,14123,15,7.028275653084207,14,17,4,5,2,331,4,2,1
29,11005,18,7.0456992694433165,5,13,4,6,1,240,5,2,1
15,6627,31,4.599337491028356,6,17,5,6,2,358,19,5,1
45,6825,15,9.47298845101002,28,7,9,1,1,190,14,2,1
1,6403,93,0.7105466984800257,40,16,2,5,1,86,12,7,1
25,10771,15,6.488351370084468,43,0,2,8,1,109,18,1,0
7,8131,65,4.391106252794723,1,12,5,5,1,220,3,3,0
9,1519,87,2.325163662392148,13,18,0,2,3,125,8,9,1
24,10281,46,1.3666699226375545,21,14,5,4,4,239,17,8,2
1,4810,75,4.62455051421799,14,10,3,4,3,171,10,6,2
44,8779,16,3.0531775208007295,49,18,8,1,4,271,2,0,2
8,12111,55,2.192450885467574,47,17,7,9,1,331,18,9,1
24,13600,30,0.3631629500885736,47,7,5,2,1,111,5,8,1
11,1541,93,3.1280381532783186,42,16,3,2,4,475,18,5,1
51,2490,41,9.319324565463308,12,6,3,7,2,97,8,8,1
17,1484,67,5.384087614201471,42,13,5,8,4,248,16,2,1
8,2256,17,2.414142656528666,0,3,0,6,2,468,18,7,0
35,13236,26,9.757455466590951,15,0,1,6,4,194,15,9,2
35,4496,73,6.511722170993667,12,2,7,2,0,425,1,8,0
33,1491,81,5.070871155362804,11,16,5,0,2,356,15,1,1
59,7522,64,9.334841614636431,37,11,1,3,0,80,12,3,1
5,5535,95,7.810384873259087,38,13,1,3,4,394,16,6,2
42,4900,58,5.324150346176583,12,0,1,5,3,285,3,1,2
39,3242,95,0.07050759817309293,17,15,2,0,4,415,18,9,2
58,368,75,4.140438538754364,7,7,4,7,2,228,17,6,1
41,4017,86,7.9966982732819325,10,8,9,3,3,63,8,5,2
28,9816,3,2.8490148276272578,5,12,9,3,3,450,16,6,2
7,8769,28,0.5441480251222119,3,2,8,9,4,109,11,4,2
9,4371,96,6.081624675032732,27,12,4,8,0,29,14,6,1
8,338,4,8.995744263092423,47,15,4,3,2,263,19,5,1
12,14356,40,9.887834643163899,22,3,3,5,4,405,15,5,2
34,8901,75,1.1459135405678444,23,4,7,9,1,325,11,2,0
33,7102,57,9.620340128726587,20,17,5,0,4,290,15,6,2
48,7868,65,3.8365918275279864,5,3,6,1,2,228,13,2,0
55,5983,47,7.455579991068189,24,1,6,3,1,376,12,7,0
23,12879,80,2.0416369194873485,12,13,6,2,2,430,8,5,1
24,14534,34,6.725819695815919,38,15,1,2,2,388,2,5,0
37,12716,45,6.714790874086471,16,16,1,8,1,371,2,4,0
35,11689,32,2.8221478776845164,14,13,0,5,1,162,3,3,0
44,12832,44,4.45522374814742,12,8,9,6,3,472,11,5,2
40,5885,97,4.146095420500094,15,7,0,3,1,209,3,1,0
22,5193,11,6.550152253946413,7,2,9,6,0,158,11,9,0
27,6538,36,9.771673407432516,37,18,8,1,1,353,2,8,0
35,12829,13,5.701045495765069,8,16,7,3,4,41,15,0,2
1,13182,57,5.443682260453938,2,18,4,1,4,433,8,5,2
35,10123,84,3.3803720297282935,39,3,8,1,4,214,1,1,2
37,13278,25,6.7780613293878,12,15,0,2,0,226,0,4,0
47,6274,70,8.460949629166652,42,6,9,3,1,401,13,5,1
14,9446,37,0.9866981855936552,13,4,4,7,2,279,13,4,0
3,10043,90,2.4135388800910453,34,9,5,0,1,418,10,3,1
1,11890,4,5.930523888703344,29,3,1,9,0,80,9,4,0
5,10777,26,0.8401650051065057,20,4,4,8,2,167,7,1,0
26,5545,82,3.4765761908698236,11,14,5,5,1,138,5,8,1
55,3438,13,4.79510804267356,24,10,1,5,0,338,3,1,0
14,2433,72,8.058065822327464,45,6,2,3,3,51,15,3,2
39,4486,51,5.266016034951374,19,6,5,9,2,15,6,5,1
27,12755,47,3.8007522992985656,5,9,1,9,2,324,5,0,1
9,4681,33,1.473907895252331,22,18,1,9,4,180,13,1,2
15,6798,80,2.0242445625313508,20,15,9,9,1,224,13,3,1
15,8459,42,5.181253730773388,31,0,6,6,2,489,7,0,0
26,14272,31,8.046595237396378,3,17,3,5,0,72,19,6,1
42,3642,40,3.9907349439275563,39,4,6,6,1,399,5,6,0
13,12301,87,2.2780715779369753,17,13,0,9,4,365,15,1,2
51,5986,16,3.7898147008210294,31,4,7,9,3,164,1,9,2
32,8154,56,0.5529516492690612,46,4,7,2,0,227,3,7,0
39,7014,74,5.308175003240747,41,10,3,6,0,129,19,9,1
49,7613,36,0.7426938800867366,16,1,8,3,1,415,11,1,0
52,8369,95,8.499326143673294,40,15,9,5,0,59,14,8,1
32,11190,96,7.632496905592828,27,15,1,5,3,341,19,4,2
4,1208,85,7.0333191798140895,28,11,7,5,2,344,12,1,1
30,9183,80,9.450748414660092,10,5,1,8,3,166,10,5,2
37,4856,56,8.891597204557751,12,14,9,8,1,302,7,4,1
23,1324,93,0.027253843926463572,37,11,4,0,0,410,3,5,0
39,12976,48,7.792004688539364,21,5,7,6,3,282,19,2,2
45,7628,80,5.8528666095717155,16,19,9,1,2,208,4,9,1
15,8856,58,4.355178922396467,46,1,2,6,1,194,8,5,0
43,2959,15,2.871792702273781,48,18,0,5,0,448,8,0,1
29,8593,72,1.9614688053411644,9,12,5,9,4,203,19,3,2
36,14728,15,8.823526532717628,3,6,7,3,1,263,1,6,0
13,12681,21,3.6306721127633104,43,10,5,3,0,368,13,4,1
32,8400,64,4.48182308978615,33,7,9,3,4,234,13,7,2
7,2512,85,7.130134421933711,0,13,9,5,1,74,14,0,1
59,2747,7,7.858356589798008,31,1,4,9,2,26,16,6,0
51,11017,52,6.25365066193059,37,4,7,2,2,491,14,7,0
22,13905,19,4.195462931374781,32,10,9,3,2,20,2,2,0
28,3438,86,0.6408692811400174,30,5,1,8,3,43,19,4,2
2,10432,46,6.116921382721112,42,18,8,6,1,431,18,9,1
42,5904,38,8.462766612739689,4,0,7,3,1,188,9,4,0
45,7331,13,0.45565113131379564,37,19,1,5,4,477,1,5,2
57,4623,90,3.5320164729389,4,10,9,9,2,297,1,0,0
53,13025,44,2.476499568534117,35,13,9,7,4,149,6,6,2
6,14803,22,5.403164704251779,8,13,5,6,1,429,9,5,1
28,3913,71,0.1083621012388769,47,19,7,5,0,14,19,5,1
28,12492,35,8.825692635879228,0,1,9,8,0,94,4,7,0
44,10548,3,7.916718853868589,17,15,8,4,1,377,14,6,1
44,3745,99,1.0418074437809166,36,0,7,4,2,96,0,7,0
20,11351,16,8.92447137591261,13,18,2,8,4,440,4,9,2
30,10813,45,7.673646697569195,17,19,1,7,3,392,19,5,2
11,13472,16,9.56648214607967,17,8,7,1,4,60,8,3,2
58,3517,66,2.586491676012175,23,18,5,6,1,461,3,5,0
55,111,81,8.552061355186334,38,15,4,5,3,73,4,9,1
28,6709,38,1.45604751244646,23,7,9,5,4,485,5,0,2
25,13036,24,6.96285225201308,48,17,6,9,0,382,14,1,1
39,11558,86,0.7181646850164303,13,15,9,7,3,268,0,3,2
33,3245,50,7.14192980399699,17,11,6,4,1,254,8,7,1
1,974,87,1.5175890076778653,44,6,3,6,0,47,15,8,1
57,10725,83,7.350107002478055,21,16,9,1,1,47,10,8,1
27,7403,57,4.397303376185788,0,9,2,6,0,216,2,4,0
57,983,56,1.3462557122995733,20,4,8,6,1,110,3,6,0
52,4750,86,5.713463874100643,26,18,6,3,1,346,15,7,1
13,12277,81,0.2470173256053887,12,5,3,7,0,420,16,4,0
41,13847,66,2.372047084597283,46,16,1,2,0,257,16,2,1
3,7810,78,2.922595158814726,10,13,4,6,2,263,8,2,1
39,6897,92,9.92065679128183,41,2,8,2,1,119,1,5,0
6,5539,77,7.944838705546804,1,3,3,9,1,489,5,2,0
8,14282,81,3.1205347205113423,3,8,3,3,2,212,4,1,1
27,7108,73,3.6496088769396753,27,1,3,8,0,18,8,0,0
9,13376,62,4.38321601321947,29,0,7,1,2,183,10,5,0
37,9871,14,7.888558057994912,41,9,0,5,1,282,3,7,0
33,12063,66,6.808347857997888,40,15,9,8,4,21,8,1,2
51,8644,60,5.41698222025933,49,13,8,0,1,153,15,5,1
42,8262,21,4.4702548158968405,43,1,3,7,4,146,11,6,2
44,14949,35,2.5427717760320947,47,0,4,5,2,432,4,0,0
24,9798,30,4.5349590505765285,16,18,7,0,1,221,2,1,0
15,3587,81,7.7639533744630285,32,10,6,2,0,86,1,5,0
59,11143,39,4.476975626107363,22,9,5,6,2,107,8,6,1
54,10321,25,5.238987353622042,28,12,8,0,2,194,12,6,1
32,10138,44,3.3856922802386977,20,2,8,1,0,36,2,8,0
32,7637,59,4.854958954883536,13,17,0,6,1,429,7,7,1
24,2490,99,7.599232961086592,41,15,9,1,4,317,14,2,2
41,4130,6,9.220972429388931,2,9,6,6,3,295,2,9,2
52,7592,3,4.958533049562614,37,19,8,6,3,84,19,0,2
49,3538,36,1.480752572585019,13,3,0,2,1,405,5,9,0
49,2483,1,7.742656035640679,38,1,2,3,4,72,18,4,2
58,3467,34,7.588045154974691,43,13,4,4,3,116,19,3,2
52,6267,65,6.758379806163626,32,9,7,2,4,226,5,6,2
12,13272,26,5.832653338982787,33,18,4,9,4,434,15,2,2
39,1565,18,3.2049280972599323,2,7,3,1,1,35,12,5,1
2,2251,36,7.481202793957294,15,1,2,8,0,482,7,5,0
3,3583,6,9.840588574536365,39,19,9,9,1,493,9,6,1
49,673,75,4.6923102805872325,38,3,7,2,2,430,12,5,0
37,14076,44,1.6280062535897688,3,4,8,0,2,170,11,2,0
49,874,40,2.2496158930703745,49,9,2,3,1,268,8,1,1
56,11657,30,2.571902334708814,8,16,1,2,3,420,2,6,2
17,7130,78,6.360808648218475,7,1,2,0,4,376,13,8,2
59,4438,74,7.66908592707222,42,11,6,2,4,218,2,8,2
49,14777,31,3.493542208616237,2,8,0,9,4,57,1,5,2
2,8121,58,7.317194682007178,32,8,4,4,2,368,19,9,1
2,4030,55,0.87999238002331,40,14,2,2,2,454,9,4,1
28,10972,36,8.971235163127378,37,8,5,8,0,217,4,0,1
54,5060,79,0.6769549996675317,3,6,3,6,3,220,2,6,2
23,2320,30,8.023529998989439,23,17,4,8,2,200,4,4,1
37,1539,48,7.102623507806656,1,10,9,4,2,14,2,4,0
32,6346,78,6.453633010736052,38,19,2,0,1,347,12,8,1
33,14595,87,0.6080621764318217,0,6,6,0,2,467,17,1,1
1,7524,17,5.193165754309041,42,19,1,2,4,384,19,2,2
19,9005,27,1.2267264709509818,19,3,6,9,1,58,12,3,0
2,6800,63,4.394190732377419,24,5,1,1,2,386,17,2,0
53,8867,77,1.696616780033381,29,9,8,8,1,211,4,3,1
44,6439,14,1.5461936479563587,42,5,9,3,0,163,9,2,0
26,5184,26,5.722653731814181,40,1,8,4,2,358,6,3,0
32,5610,43,2.838117882904101,36,13,4,1,1,113,13,1,1
6,11273,75,7.707572476846844,9,19,5,3,1,193,4,8,1
32,169,1,2.52762251729611,10,18,1,6,4,492,19,5,1
55,12056,24,3.3579986030685935,12,16,2,6,3,135,2,5,2
4,13230,20,5.9173708972624155,12,16,4,6,4,406,18,2,2
55,14682,72,0.0832673419011487,36,5,5,3,0,232,6,6,0
11,10668,8,8.415806585992371,34,11,7,6,2,143,4,5,1
56,10497,30,0.9163829987329863,15,12,2,6,4,110,17,8,2
59,9209,18,0.26928389219641136,34,17,6,0,4,343,1,7,2
17,11037,77,7.73141869978001,48,12,6,7,2,206,4,8,1
38,9034,83,7.997467494548468,46,8,4,5,3,42,19,3,2
24,6828,13,6.370140416037426,13,15,5,3,2,435,15,0,1
5,4250,48,8.315489831362065,0,18,8,5,3,265,17,0,2
52,2633,60,9.172659046490967,3,11,8,9,4,114,15,7,2
34,7510,26,2.244816900893861,37,11,6,2,3,142,10,1,2
6,10129,9,4.492818031161474,0,10,8,9,4,196,16,6,2
22,9668,98,4.048731889499589,30,15,3,4,3,105,3,6,2
11,8701,53,1.6838399300110718,0,15,9,1,0,23,17,1,1
48,3107,95,2.6533760409395644,29,6,5,6,0,112,2,9,0
16,8243,71,4.090458846249013,33,15,4,7,1,150,15,9,1
33,11244,9,1.0158545259053309,8,19,5,2,0,274,18,7,1
9,6970,26,7.567534946528416,12,10,4,5,2,174,14,2,1
59,5234,33,6.0885273677832235,44,15,1,7,3,91,10,7,2
6,4342,33,9.227977817459639,11,8,3,1,3,105,17,8,2
16,5709,52,0.31210692085482883,47,3,1,9,2,173,0,6,0
29,9971,40,6.504699063216371,8,8,8,7,2,23,9,8,1
3,13436,4,7.852182431221512,29,8,6,4,1,233,12,0,1
20,7878,28,5.104354480403654,23,9,6,0,2,109,2,6,0
59,10006,54,9.658119533413526,15,5,2,5,2,308,6,4,0
36,14768,68,0.383290863007566,3,4,3,9,4,474,16,0,2
19,1297,98,5.243150357203483,29,13,9,3,2,441,12,5,1
26,14186,49,3.12913674370162,19,17,0,1,4,255,17,7,2
3,2437,6,9.735464236699043,46,19,5,1,4,398,6,6,2
19,8186,33,9.569881065933586,25,18,7,0,2,371,6,5,1
20,11508,5,0.9690431327022264,32,8,6,3,0,285,13,6,1
32,11248,83,3.9315932736913917,14,3,1,2,2,173,18,4,0
7,3293,18,2.2065700490150775,39,5,0,7,4,465,1,3,2
52,8318,3,8.299397211610684,14,17,1,4,2,426,8,0,1
41,11429,98,9.117626423398765,37,3,3,2,1,320,1,0,0
33,5320,2,8.85455022313693,35,15,5,9,2,471,5,6,1
40,3073,65,3.5697297489460778,16,14,0,6,4,67,4,4,2
39,6631,35,3.0218867443630604,22,2,4,5,3,145,1,2,2
18,3265,51,6.762803857599206,33,1,3,6,3,89,13,1,2
40,1190,68,9.310512269117075,24,12,8,5,1,23,13,4,1
1,8541,35,0.6173728025654712,34,3,4,6,3,290,9,3,2
11,241,72,0.5746006252786207,37,13,4,0,2,296,2,8,0
28,366,44,4.035537922240081,4,11,9,9,4,452,4,6,1
57,7819,29,4.1847731271308595,10,16,6,9,2,303,2,7,0
25,4410,36,4.9285841989614445,13,6,9,9,3,436,10,3,2
50,8780,78,4.99296815072195,2,9,3,1,4,175,8,5,2
23,8787,42,4.642115865432327,23,0,7,4,0,469,2,0,0
31,579,94,7.826490794804316,32,3,8,3,2,448,10,9,0
30,2790,7,7.647917812500617,26,15,5,2,0,380,7,6,1
42,12388,13,7.506952393464845,24,16,1,1,1,202,10,1,1
35,11372,22,3.265691686707709,19,9,3,2,4,1,17,4,2
7,6099,57,0.1841411562063,35,18,6,8,4,86,3,2,2
16,5036,45,8.224462560096809,10,9,3,6,2,344,9,3,1
26,2527,54,9.271504878265825,49,0,0,0,1,39,6,8,0
48,9135,2,5.741129667394017,39,18,8,3,0,409,16,2,1
57,8164,72,1.2048334399244243,12,6,1,4,3,386,18,2,2
52,3315,57,1.5794989555947136,16,16,3,3,3,478,9,2,2
49,6081,85,8.567708949508063,47,14,4,3,1,385,16,0,1
2,4011,84,6.629249395940139,38,9,4,2,4,151,13,9,2
1,4177,75,2.460586380210187,5,19,7,2,1,415,5,6,1
48,2449,34,1.8649686112294461,9,17,5,9,2,164,16,4,1
12,749,44,2.920913835405737,45,10,2,6,2,184,8,5,1
5,5636,69,3.079888675153861,24,16,7,0,1,84,12,0,1
37,10185,53,8.173914033686112,4,9,3,0,4,121,18,4,2
32,2956,62,8.971709968063312,6,6,6,3,0,93,2,4,0
59,11542,94,2.5166739575842034,46,8,3,9,1,229,6,7,1
55,13689,33,1.9194588699739046,18,0,9,0,0,76,13,4,0
9,10678,76,5.529770025955197,3,7,2,2,1,336,15,9,1
41,5678,69,5.675019623625063,9,0,4,7,0,383,1,3,0
35,1825,1,2.2688035830860445,43,19,9,5,0,279,2,3,0
19,8216,35,8.180897684632981,47,18,0,8,2,281,1,8,0
48,1454,25,9.200602477254957,17,0,2,4,3,129,16,1,0
16,1393,4,0.8137289087528499,46,3,4,9,4,163,10,1,0
3,11338,73,7.594297806185781,24,17,4,1,4,287,16,5,2
20,3358,67,5.0150424599255405,29,1,2,5,0,9,8,2,0
24,2813,94,1.95620129897779,27,5,6,3,4,299,10,3,2
54,13583,84,4.292458385729779,24,1,0,3,1,76,9,2,0
56,8695,10,5.061563718063838,29,11,2,3,3,186,4,0,2
33,13879,20,5.859258963346208,2,2,9,8,1,10,15,7,0
24,14682,40,0.337572385055146,8,5,0,8,4,108,7,1,2
52,12264,67,6.965859264475865,40,1,6,8,2,142,5,3,0
11,4132,75,5.08648022559491,11,1,4,3,4,353,17,9,2
49,1646,15,6.3981803545444365,7,17,3,4,3,267,14,4,1
8,2706,28,8.498735564143256,5,2,9,3,2,360,9,1,0
36,2925,35,5.655405919155524,6,11,4,9,1,174,15,8,1
38,10144,7,8.955268403050857,6,10,5,6,4,69,3,6,2
40,4306,54,7.930605256513999,37,12,4,9,0,299,1,1,0
20,9104,97,6.296815775365266,8,17,6,4,4,145,0,7,2
35,3474,42,5.814472388852627,0,9,8,2,4,6,10,6,2
48,9221,38,4.321760569284438,19,3,4,2,4,5,4,0,2
25,13273,83,8.796976994855418,15,19,0,1,4,271,5,8,2
35,13296,64,4.134775285577767,49,1,1,0,4,194,19,6,2
25,12367,57,0.20773915880581528,25,17,3,2,3,150,18,0,2
29,7740,29,0.33754488613667144,44,15,2,6,3,386,6,9,2
18,7034,66,9.255575911153512,11,14,2,7,1,50,2,3,0
46,14727,83,1.188039865468582,19,14,4,7,4,434,18,0,2
18,6178,73,7.869280380275012,47,15,1,6,2,465,18,2,1
2,3423,6,8.49948388877697,29,3,6,7,2,213,13,4,0
54,8466,81,5.512850972242499,22,13,5,6,4,389,11,5,2
35,14544,2,8.399534100501938,36,12,2,7,2,401,14,4,1
16,7205,39,1.0636113183259965,29,5,5,9,1,52,11,9,0
41,1463,6,9.990390359577196,14,7,0,7,3,176,13,7,1
36,11187,14,5.972333766653869,24,9,2,0,1,24,7,8,1
33,9329,90,8.529708519923137,46,14,2,4,0,277,17,7,1
4,7589,18,2.7323336421860365,35,0,5,8,2,297,16,8,0
33,8051,70,3.1125104254472147,27,18,4,2,0,482,5,7,1
14,3111,76,1.5357731903089566,16,12,5,5,1,210,1,2,0
21,2190,22,7.166299486334429,48,7,5,5,1,124,1,0,0
48,8752,78,0.23606414318399938,13,4,0,0,0,345,13,0,0
20,11044,13,1.0813893335366287,48,16,1,0,2,252,3,4,0
56,248,73,1.7295979680309115,34,17,3,3,1,484,11,7,1
8,4533,96,6.910204010053813,17,13,8,8,1,212,9,2,1
7,5198,10,6.544203071673669,8,6,1,5,4,449,17,9,2
3,14659,27,6.21506549729069,40,8,4,2,0,277,8,2,1
17,1233,14,4.124817773877578,25,17,1,9,2,255,6,8,1
33,453,9,9.345295008389149,36,16,0,4,1,21,13,1,1
48,9399,9,9.629637186418357,30,3,1,6,2,243,19,2,0
12,10894,90,3.696612756426375,27,3,7,2,0,281,0,1,0
59,2213,57,5.262496425082125,15,14,4,1,1,142,0,0,0
51,7655,96,6.943951333224617,43,7,8,8,3,151,0,5,2
22,12386,35,2.6792922127836585,47,14,1,7,2,83,19,0,1
55,6110,26,7.629182846980228,45,7,0,0,1,23,19,8,1
22,3785,41,7.695138553955402,22,11,7,3,2,394,0,1,0
46,3306,67,5.008757531069488,2,8,7,9,4,130,7,8,2
30,1209,30,4.156753695076455,36,13,2,5,3,215,16,1,1
38,12471,29,6.409028748604424,43,8,9,0,1,302,16,1,1
38,10269,84,0.1632149136056782,23,3,5,9,0,489,10,1,0
45,8518,68,8.558267736860527,4,2,9,4,2,5,12,5,0
51,11231,14,8.645799897649006,43,3,4,8,2,59,8,2,0
54,9304,52,5.051860307180051,1,18,4,2,0,112,0,2,0
8,12407,39,0.1666220530089646,30,4,3,7,1,152,6,8,0
27,3206,21,3.7141921202673247,39,4,0,2,1,121,13,6,0
27,4036,71,4.5512608262541745,29,14,8,8,1,347,0,2,0
34,11094,6,8.405480824141643,26,12,5,7,2,83,6,5,1
21,9758,55,0.34264303995282686,38,15,2,8,3,10,18,2,2
30,11280,40,5.078752553053993,8,13,3,4,4,41,7,8,2
33,8561,70,4.595325573699584,40,3,4,0,3,24,17,1,2
28,3906,25,2.2169743869524283,28,5,8,5,0,464,3,1,0
47,6649,4,2.4341907471035307,36,2,4,5,0,241,4,4,0
33,9823,89,5.809139947965272,14,17,4,2,2,17,18,1,1
5,8595,82,9.68701103284533,29,0,1,4,2,208,13,7,0
